*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Tue May  5 03:40:35 2020 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Oct-15 00:00:00.0000 TDB
Stop  time      : A.D. 2149-Oct-15 00:00:00.0000 TDB
Step-size       : 138240 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2468275.500000000, A.D. 2045-Oct-22 00:00:00.0000,      69.182395,  8.758771231188255E-01,  4.727721819375522E-01, -5.789600005414461E-05, -8.452640065615151E-03,  1.506860938882740E-02, -2.025496549679140E-06,
2468371.500000000, A.D. 2046-Jan-26 00:00:00.0000,      69.184603, -5.721700315743581E-01,  8.011777368854007E-01, -7.591102060702624E-05, -1.427872090856839E-02, -1.005727586397065E-02,  1.733295405197492E-06,
2468467.500000000, A.D. 2046-May-02 00:00:00.0000,      69.185489, -7.589221301921381E-01, -6.628253032031236E-01,  7.531623288310509E-05,  1.103749626307010E-02, -1.303040504743504E-02,  8.504730245708869E-07,
2468563.500000000, A.D. 2046-Aug-06 00:00:00.0000,      69.183177,  6.929966766338280E-01, -7.408146439556079E-01,  7.332996631135845E-05,  1.228441088495512E-02,  1.169500388801295E-02, -9.755243316044419E-07,
2468659.500000000, A.D. 2046-Nov-10 00:00:00.0000,      69.182630,  6.742807671295264E-01,  7.255261909617197E-01, -8.664549503472490E-05, -1.288063643918636E-02,  1.164047205464052E-02, -1.327577401182709E-06,
2468755.500000000, A.D. 2047-Feb-14 00:00:00.0000,      69.185062, -8.041859026764259E-01,  5.728203148361879E-01, -5.055339654954924E-05, -1.026168111034256E-02, -1.407139148623646E-02,  1.772342195619358E-06,
2468851.500000000, A.D. 2047-May-21 00:00:00.0000,      69.185176, -5.174518686741520E-01, -8.695892152194266E-01,  9.534732998802744E-05,  1.450755009148197E-02, -8.869884783001150E-03,  8.074103591672925E-07,
2468947.500000000, A.D. 2047-Aug-25 00:00:00.0000,      69.182776,  8.850989169663738E-01, -4.887138210826089E-01,  4.597585618969690E-05,  8.033846670247535E-03,  1.500259420859629E-02, -1.775808889807825E-06,
2469043.500000000, A.D. 2047-Nov-29 00:00:00.0000,      69.183012,  4.012098276284511E-01,  9.012841495394345E-01, -1.060039625121688E-04, -1.599431203005283E-02,  6.926117950890780E-03, -3.703648193482502E-07,
2469139.500000000, A.D. 2048-Mar-04 00:00:00.0000,      69.185411, -9.502556697286078E-01,  2.830553470316736E-01, -1.890268797309237E-05, -5.194234697604595E-03, -1.654685805664884E-02,  1.591052829421006E-06,
2469235.500000000, A.D. 2048-Jun-08 00:00:00.0000,      69.184741, -2.244734506161065E-01, -9.898541191424175E-01,  1.090681255322269E-04,  1.650306652501579E-02, -3.875125252479982E-03,  6.675787615694749E-07,
2469331.500000000, A.D. 2048-Sep-12 00:00:00.0000,      69.182499,  9.888484864949922E-01, -1.879027090883998E-01,  1.256863433778531E-05,  2.927818601783700E-03,  1.684257619282275E-02, -2.347175927607901E-06,
2469427.500000000, A.D. 2048-Dec-17 00:00:00.0000,      69.183499,  8.522023605736496E-02,  9.803728156113801E-01, -1.104688250198422E-04, -1.741484597761228E-02,  1.420759305279517E-03,  5.686063708959834E-07,
2469523.500000000, A.D. 2049-Mar-23 00:00:00.0000,      69.185603, -9.958764849266065E-01, -3.661445920765619E-02,  1.586224343440819E-05,  3.477787108767902E-04, -1.725243947587417E-02,  1.347221844015585E-06,
2469619.500000000, A.D. 2049-Jun-27 00:00:00.0000,      69.184235,  9.074868765567151E-02, -1.012453406685375E+00,  1.133268909831378E-04,  1.686268671979829E-02,  1.467751458059768E-03,  2.814472980106542E-07,
2469715.500000000, A.D. 2049-Oct-01 00:00:00.0000,      69.182376,  9.926225003857149E-01,  1.319662506507050E-01, -2.485534167543885E-05, -2.551956167787339E-03,  1.699332369227933E-02, -2.543491067361896E-06,
2469811.500000000, A.D. 2050-Jan-05 00:00:00.0000,      69.184036, -2.399894898127510E-01,  9.535701415042457E-01, -1.052361460237256E-04, -1.695716849592584E-02, -4.266522785268861E-03,  1.280307466608402E-06,
2469907.500000000, A.D. 2050-Apr-11 00:00:00.0000,      69.185628, -9.377909750083200E-01, -3.525939633091700E-01,  4.943785693350305E-05,  5.769260776965923E-03, -1.616562298706871E-02,  1.151618315045088E-06,
2470003.500000000, A.D. 2050-Jul-16 00:00:00.0000,      69.183708,  3.970788819087191E-01, -9.356555885436130E-01,  1.035982716962158E-04,  1.556512622400600E-02,  6.655025660051165E-03, -3.831358059898475E-07,
2470099.500000000, A.D. 2050-Oct-20 00:00:00.0000,      69.182415,  8.945088001443727E-01,  4.380883253672883E-01, -6.230475289335651E-05, -7.852775905412807E-03,  1.538762611994659E-02, -2.240002034924920E-06,
2470195.500000000, A.D. 2051-Jan-24 00:00:00.0000,      69.184568, -5.391963896655684E-01,  8.234329330285021E-01, -8.834004294863984E-05, -1.466593335424035E-02, -9.490619057214321E-03,  1.670255746871868E-06,
2470291.500000000, A.D. 2051-Apr-30 00:00:00.0000,      69.185489, -7.835217262952900E-01, -6.325999852050721E-01,  8.055710863225539E-05,  1.052103208404382E-02, -1.345054194771934E-02,  1.082413745112028E-06,
2470387.500000000, A.D. 2051-Aug-04 00:00:00.0000,      69.183206,  6.643944075698922E-01, -7.669805214467733E-01,  8.566833155986938E-05,  1.273113125632082E-02,  1.120072533948888E-02, -1.247548195322061E-06,
2470483.500000000, A.D. 2051-Nov-08 00:00:00.0000,      69.182619,  7.031331766863235E-01,  6.984156480631303E-01, -9.320288252164747E-05, -1.241059661244218E-02,  1.214089844532757E-02, -1.488170762742693E-06,
2470579.500000000, A.D. 2052-Feb-12 00:00:00.0000,      69.185042, -7.802070611278626E-01,  6.043827485732721E-01, -6.006743261772626E-05, -1.080888792337993E-02, -1.366411334771958E-02,  1.729784152465534E-06,
2470675.500000000, A.D. 2052-May-18 00:00:00.0000,      69.185192, -5.501752103570851E-01, -8.487082141792396E-01,  1.047286827831967E-04,  1.415003890259905E-02, -9.425010374130420E-03,  1.009859516164742E-06,
2470771.500000000, A.D. 2052-Aug-22 00:00:00.0000,      69.182781,  8.660434504776465E-01, -5.225832674841040E-01,  5.580853150298470E-05,  8.615175461345749E-03,  1.466945737074151E-02, -2.095153479689041E-06,
2470867.500000000, A.D. 2052-Nov-26 00:00:00.0000,      69.182976,  4.373209685702699E-01,  8.848331327767927E-01, -1.142634896643579E-04, -1.570902488592436E-02,  7.556015346168198E-03, -5.035913464072371E-07,
2470963.500000000, A.D. 2053-Mar-02 00:00:00.0000,      69.185402, -9.376954068450215E-01,  3.205436582555054E-01, -2.666074054641540E-05, -5.838496274611103E-03, -1.633983970019021E-02,  1.602015055509519E-06,
2471059.500000000, A.D. 2053-Jun-06 00:00:00.0000,      69.184775, -2.619554501469121E-01, -9.802509871394139E-01,  1.200818202577045E-04,  1.633614357146135E-02, -4.510154187342155E-03,  8.022302601796017E-07,
2471155.500000000, A.D. 2053-Sep-10 00:00:00.0000,      69.182480,  9.813858213669204E-01, -2.261770321969566E-01,  1.870544177316275E-05,  3.589167304593427E-03,  1.670576173974751E-02, -2.669379529651583E-06,
2471251.500000000, A.D. 2053-Dec-15 00:00:00.0000,      69.183438,  1.248153267031167E-01,  9.763999876963785E-01, -1.220407289170722E-04, -1.734982499668901E-02,  2.112524667136471E-03,  4.603944102557094E-07,
2471347.500000000, A.D. 2054-Mar-21 00:00:00.0000,      69.185614, -9.958790705886377E-01,  2.671718175698723E-03,  1.162874873362184E-05, -3.211346384660638E-04, -1.726361698931290E-02,  1.455078407711268E-06,
2471443.500000000, A.D. 2054-Jun-25 00:00:00.0000,      69.184287,  5.231709900310476E-02, -1.015047199890654E+00,  1.249015684742233E-04,  1.689848585983210E-02,  8.147562311180952E-04,  3.239542961270440E-07,
2471539.500000000, A.D. 2054-Sep-29 00:00:00.0000,      69.182329,  9.977014892033939E-01,  9.302708302901283E-02, -2.234608942052565E-05, -1.873864729411587E-03,  1.707135833826494E-02, -2.783674720636134E-06,
2471635.500000000, A.D. 2055-Jan-03 00:00:00.0000,      69.183959, -2.011214355447052E-01,  9.625333409403224E-01, -1.164182121190375E-04, -1.712336405012141E-02, -3.589961248435397E-03,  1.212973984271846E-06,
2471731.500000000, A.D. 2055-Apr-09 00:00:00.0000,      69.185664, -9.501927077292537E-01, -3.155665327126224E-01,  4.833813005472741E-05,  5.144958276384768E-03, -1.638577477654273E-02,  1.367256426722176E-06,
2471827.500000000, A.D. 2055-Jul-14 00:00:00.0000,      69.183767,  3.613386789074852E-01, -9.501439965110061E-01,  1.161541213557895E-04,  1.579969522774445E-02,  6.043700664290632E-03, -4.277956225264256E-07,
2471923.500000000, A.D. 2055-Oct-18 00:00:00.0000,      69.182346,  9.117504079566554E-01,  4.025470210226454E-01, -6.357697612841638E-05, -7.228134602053545E-03,  1.568071831392777E-02, -2.362470793222699E-06,
2472019.500000000, A.D. 2056-Jan-22 00:00:00.0000,      69.184492, -5.053448683076779E-01,  8.444064157938151E-01, -9.791071507912859E-05, -1.504347783577675E-02, -8.906606124421769E-03,  1.636099531359030E-06,
2472115.500000000, A.D. 2056-Apr-27 00:00:00.0000,      69.185544, -8.069224279809596E-01, -6.014963002503319E-01,  8.342803384094178E-05,  1.000176765229335E-02, -1.385139026414152E-02,  1.360669192538923E-06,
2472211.500000000, A.D. 2056-Aug-01 00:00:00.0000,      69.183269,  6.348421841362054E-01, -7.919504407214422E-01,  9.545399001582887E-05,  1.314486799830708E-02,  1.068929803346290E-02, -1.387549246725002E-06,
2472307.500000000, A.D. 2056-Nov-05 00:00:00.0000,      69.182539,  7.309452574679847E-01,  6.701088899271552E-01, -9.693218172655482E-05, -1.190747884391727E-02,  1.262356299768261E-02, -1.496905113603676E-06,
2472403.500000000, A.D. 2057-Feb-09 00:00:00.0000,      69.184968, -7.549218844582293E-01,  6.351035157448116E-01, -6.818794395283672E-05, -1.135374018645831E-02, -1.323687349718070E-02,  1.741066926547783E-06,
2472499.500000000, A.D. 2057-May-16 00:00:00.0000,      69.185267, -5.819899600894497E-01, -8.265876798034849E-01,  1.130727486761696E-04,  1.378526590093157E-02, -9.963072461801581E-03,  1.307570231470931E-06,
2472595.500000000, A.D. 2057-Aug-20 00:00:00.0000,      69.182851,  8.457770539392790E-01, -5.555729218387183E-01,  6.362121072155108E-05,  9.169541481900526E-03,  1.430885412038242E-02, -2.298381427196787E-06,
2472691.500000000, A.D. 2057-Nov-24 00:00:00.0000,      69.182887,  4.729200114709917E-01,  8.668819785442436E-01, -1.230338269973554E-04, -1.538572558878561E-02,  8.180254127153317E-03, -4.730343079033322E-07,
2472787.500000000, A.D. 2058-Feb-28 00:00:00.0000,      69.185336, -9.235823949384624E-01,  3.576529841696799E-01, -3.298419113473434E-05, -6.487684249838856E-03, -1.611444609167223E-02,  1.744408262554899E-06,
2472883.500000000, A.D. 2058-Jun-04 00:00:00.0000,      69.184869, -2.989113335848247E-01, -9.692427470083721E-01,  1.310215310906406E-04,  1.615649212884240E-02, -5.130468160019787E-03,  1.014411076332122E-06,
2472979.500000000, A.D. 2058-Sep-08 00:00:00.0000,      69.182546,  9.724877823818011E-01, -2.640321581377743E-01,  2.234342688138959E-05,  4.233549565114710E-03,  1.653377105327309E-02, -2.854371610020715E-06,
2473075.500000000, A.D. 2058-Dec-13 00:00:00.0000,      69.183348,  1.643845070746317E-01,  9.707978641956836E-01, -1.357624169954601E-04, -1.724783493032445E-02,  2.811401984834292E-03,  4.781824948423304E-07,
2473171.500000000, A.D. 2059-Mar-19 00:00:00.0000,      69.185570, -9.943716077958868E-01,  4.209262203451595E-02,  6.630628546724700E-06, -1.001100383215116E-03, -1.725829621115831E-02,  1.736648611460080E-06,
2473267.500000000, A.D. 2059-Jun-23 00:00:00.0000,      69.184385,  1.376368952911005E-02, -1.016167132714645E+00,  1.395653468335430E-04,  1.691718373437594E-02,  1.705490288363712E-04,  4.174266224646175E-07,
2473363.500000000, A.D. 2059-Sep-27 00:00:00.0000,      69.182384,  1.001189499117572E+00,  5.399312031379611E-02, -2.099337610892022E-05, -1.200080393907374E-03,  1.711156054200483E-02, -2.943244317949350E-06,
2473459.500000000, A.D. 2060-Jan-01 00:00:00.0000,      69.183882, -1.618358716993937E-01,  9.699682616925398E-01, -1.311795400270619E-04, -1.725614367931201E-02, -2.894159714465418E-03,  1.181143703427138E-06,
2473555.500000000, A.D. 2060-Apr-06 00:00:00.0000,      69.185636, -9.612573567159953E-01, -2.778647236270307E-01,  4.776129071087079E-05,  4.504970668262357E-03, -1.659435664280404E-02,  1.747086985088796E-06,
2473651.500000000, A.D. 2060-Jul-11 00:00:00.0000,      69.183858,  3.250035290610118E-01, -9.632091892333263E-01,  1.324456290628747E-04,  1.601552846406273E-02,  5.436406373405906E-03, -5.011303602476200E-07,
2473747.500000000, A.D. 2060-Oct-15 00:00:00.0000,      69.182393,  9.274775335206213E-01,  3.665012704286908E-01, -6.391984438511544E-05, -6.595382165661976E-03,  1.593529257199200E-02, -2.468812004949487E-06,
2473843.500000000, A.D. 2061-Jan-19 00:00:00.0000,      69.184427, -4.705789203028765E-01,  8.641220135296911E-01, -1.129392813156348E-04, -1.539566851499391E-02, -8.293009156073904E-03,  1.562695728839102E-06,
2473939.500000000, A.D. 2061-Apr-25 00:00:00.0000,      69.185529, -8.292346806531368E-01, -5.693181309483994E-01,  8.577344036522004E-05,  9.465531495412700E-03, -1.424703280057392E-02,  1.770355444159746E-06,
2474035.500000000, A.D. 2061-Jul-30 00:00:00.0000,      69.183349,  6.043687557230030E-01, -8.157058546106761E-01,  1.102432251735158E-04,  1.353803300563850E-02,  1.017590281836445E-02, -1.551615050480182E-06,
2474131.500000000, A.D. 2061-Nov-03 00:00:00.0000,      69.182568,  7.574768084754453E-01,  6.408162995254911E-01, -1.006754563087623E-04, -1.138427229400818E-02,  1.307181142688951E-02, -1.597161384916244E-06,
2474227.500000000, A.D. 2062-Feb-07 00:00:00.0000,      69.184917, -7.283899701784136E-01,  6.648515839209914E-01, -8.184462521497862E-05, -1.188415693093192E-02, -1.277504068725259E-02,  1.740565841780529E-06,
2474323.500000000, A.D. 2062-May-14 00:00:00.0000,      69.185271, -6.130478839232973E-01, -8.032304277776463E-01,  1.185816412905921E-04,  1.340338247870318E-02, -1.050019640047876E-02,  1.631199355691878E-06,
2474419.500000000, A.D. 2062-Aug-18 00:00:00.0000,      69.182907,  8.242423039243683E-01, -5.877850975822504E-01,  7.509386247631822E-05,  9.704363704069487E-03,  1.393865640984814E-02, -2.483290550189582E-06,
2474515.500000000, A.D. 2062-Nov-22 00:00:00.0000,      69.182889,  5.076446530310310E-01,  8.474810767602204E-01, -1.280546412898545E-04, -1.503255997616120E-02,  8.779346691633274E-03, -5.669894616697702E-07,
2474611.500000000, A.D. 2063-Feb-26 00:00:00.0000,      69.185312, -9.080468772242788E-01,  3.941385578444489E-01, -4.264731657541520E-05, -7.134528052215160E-03, -1.585210895296977E-02,  1.804047443222671E-06,
2474707.500000000, A.D. 2063-Jun-02 00:00:00.0000,      69.184883, -3.356059888052424E-01, -9.568650529678854E-01,  1.395839120619687E-04,  1.596031389756297E-02, -5.754617660180102E-03,  1.222585283927266E-06,
2474803.500000000, A.D. 2063-Sep-06 00:00:00.0000,      69.182567,  9.620691036532881E-01, -3.015788727955909E-01,  2.982588752100299E-05,  4.862383818970445E-03,  1.634657691382656E-02, -3.042639395616537E-06,
2474899.500000000, A.D. 2063-Dec-11 00:00:00.0000,      69.183335,  2.035618333140775E-01,  9.635509178098064E-01, -1.423856852271179E-04, -1.710841159099869E-02,  3.496794193686171E-03,  4.011772496215608E-07,
2474995.500000000, A.D. 2064-Mar-16 00:00:00.0000,      69.185568, -9.913415665732207E-01,  8.143992531250981E-02,  2.276145623880880E-06, -1.691335617300211E-03, -1.721786364029133E-02,  1.907249955863227E-06,
2475091.500000000, A.D. 2064-Jun-20 00:00:00.0000,      69.184401, -2.495025298974559E-02, -1.015862429199911E+00,  1.491923082861041E-04,  1.692249136635184E-02, -4.812101280572944E-04,  4.597615099056726E-07,
2475187.500000000, A.D. 2064-Sep-24 00:00:00.0000,      69.182375,  1.003112756359074E+00,  1.490875871644437E-02, -1.834555846348068E-05, -5.374708819409763E-04,  1.713139849557297E-02, -3.035801152865679E-06,
2475283.500000000, A.D. 2064-Dec-29 00:00:00.0000,      69.183854, -1.223815612853476E-01,  9.757435510683580E-01, -1.393026099995594E-04, -1.734826603595194E-02, -2.199157194683826E-03,  1.106193238631908E-06,
2475379.500000000, A.D. 2065-Apr-04 00:00:00.0000,      69.185653, -9.708078568517612E-01, -2.397840021297428E-01,  4.843562911744738E-05,  3.845603276325227E-03, -1.677434327384555E-02,  2.053607220226522E-06,
2475475.500000000, A.D. 2065-Jul-09 00:00:00.0000,      69.183882,  2.882539530121372E-01, -9.749389281307415E-01,  1.442907931976936E-04,  1.622020031914590E-02,  4.819626912064357E-03, -5.861813837953875E-07,
2475571.500000000, A.D. 2065-Oct-13 00:00:00.0000,      69.182353,  9.417825094317461E-01,  3.298946570478685E-01, -6.620710032763000E-05, -5.966699670533041E-03,  1.616521277534872E-02, -2.545634542439897E-06,
2475667.500000000, A.D. 2066-Jan-17 00:00:00.0000,      69.184386, -4.350572416893241E-01,  8.823037589128959E-01, -1.239523001342437E-04, -1.570986795001331E-02, -7.666857237305059E-03,  1.559538739972060E-06,
2475763.500000000, A.D. 2066-Apr-23 00:00:00.0000,      69.185572, -8.501513278343482E-01, -5.364137746781686E-01,  9.055211281787173E-05,  8.903247817107341E-03, -1.462223953940419E-02,  2.100748642527209E-06,
2475859.500000000, A.D. 2066-Jul-28 00:00:00.0000,      69.183375,  5.731520395706639E-01, -8.383321272695360E-01,  1.213001122414217E-04,  1.392211846325540E-02,  9.650987881634930E-03, -1.696991722791212E-06,
2475955.500000000, A.D. 2066-Nov-01 00:00:00.0000,      69.182494,  7.828381738613241E-01,  6.104901731987449E-01, -1.072533334306373E-04, -1.085720825101836E-02,  1.349469775167729E-02, -1.681801366228707E-06,
2476051.500000000, A.D. 2067-Feb-05 00:00:00.0000,      69.184882, -7.007160889762605E-01,  6.933344317233192E-01, -9.446894030750747E-05, -1.238311699795301E-02, -1.228884020070880E-02,  1.811798964613396E-06,
2476147.500000000, A.D. 2067-May-12 00:00:00.0000,      69.185337, -6.431130283131276E-01, -7.787529063574665E-01,  1.266130676446892E-04,  1.298979386165536E-02, -1.102646971438854E-02,  1.964100057913080E-06,
2476243.500000000, A.D. 2067-Aug-16 00:00:00.0000,      69.182926,  8.015580354369309E-01, -6.192007910329790E-01,  8.678646548234442E-05,  1.023470642759748E-02,  1.355505178197889E-02, -2.655147566954894E-06,
2476339.500000000, A.D. 2067-Nov-20 00:00:00.0000,      69.182797,  5.415330301094238E-01,  8.267345661968805E-01, -1.363504488602655E-04, -1.466697231216479E-02,  9.355873822737252E-03, -6.553586617543599E-07,
2476435.500000000, A.D. 2068-Feb-24 00:00:00.0000,      69.185286, -8.910361592420553E-01,  4.298824622642503E-01, -5.272715642502558E-05, -7.760117488895596E-03, -1.555593378084860E-02,  1.961606847744522E-06,
2476531.500000000, A.D. 2068-May-30 00:00:00.0000,      69.184964, -3.717455080756210E-01, -9.430594534138678E-01,  1.512117155839136E-04,  1.573180025322798E-02, -6.378807449587683E-03,  1.456629899371933E-06,
2476627.500000000, A.D. 2068-Sep-03 00:00:00.0000,      69.182587,  9.503210707787698E-01, -3.386024778074215E-01,  3.982424849118078E-05,  5.490261314406913E-03,  1.614547551827920E-02, -3.198991147183582E-06,
2476723.500000000, A.D. 2068-Dec-08 00:00:00.0000,      69.183233,  2.424358683793591E-01,  9.548089634273058E-01, -1.519567157948015E-04, -1.694816895344503E-02,  4.164997253084407E-03,  2.605005716912814E-07,
2476819.500000000, A.D. 2069-Mar-14 00:00:00.0000,      69.185550, -9.866432353646686E-01,  1.206615182987569E-01, -5.742538781941578E-06, -2.373567542968759E-03, -1.713948007529661E-02,  2.129838450632391E-06,
2476915.500000000, A.D. 2069-Jun-18 00:00:00.0000,      69.184498, -6.349661857219834E-02, -1.013997976747299E+00,  1.613196191011389E-04,  1.689834812452228E-02, -1.142765036020524E-03,  5.403072697011910E-07,
2477011.500000000, A.D. 2069-Sep-22 00:00:00.0000,      69.182392,  1.003642826957507E+00, -2.408289301188528E-02, -1.272548173335962E-05,  1.277493308584721E-04,  1.713661134367780E-02, -3.194862131100980E-06,
2477107.500000000, A.D. 2069-Dec-27 00:00:00.0000,      69.183746, -8.265729313613415E-02,  9.800110397706525E-01, -1.521218494914648E-04, -1.741491576774477E-02, -1.512902413607680E-03,  9.393662894490685E-07,
2477203.500000000, A.D. 2070-Apr-02 00:00:00.0000,      69.185653, -9.787263297825184E-01, -2.013259191026461E-01,  4.495025113189628E-05,  3.181176564091393E-03, -1.691686346863640E-02,  2.308717415022423E-06,
2477299.500000000, A.D. 2070-Jul-07 00:00:00.0000,      69.183990,  2.511372481617157E-01, -9.852019797243459E-01,  1.560449927817952E-04,  1.639960977671417E-02,  4.183662462908626E-03, -6.715723003810169E-07,
2477395.500000000, A.D. 2070-Oct-11 00:00:00.0000,      69.182359,  9.547378328269591E-01,  2.928083928577037E-01, -6.460079370071222E-05, -5.330026629134902E-03,  1.638244406165418E-02, -2.689216699113298E-06,
2477491.500000000, A.D. 2071-Jan-15 00:00:00.0000,      69.184288, -3.987995992780813E-01,  8.991197064729969E-01, -1.365700165749536E-04, -1.599813708697131E-02, -7.040021374179709E-03,  1.382093258495479E-06,
2477587.500000000, A.D. 2071-Apr-21 00:00:00.0000,      69.185589, -8.697558395961225E-01, -5.026010810913614E-01,  9.127938286427849E-05,  8.322921032659804E-03, -1.496355903175924E-02,  2.371675664906797E-06,
2477683.500000000, A.D. 2071-Jul-26 00:00:00.0000,      69.183477,  5.409873933176318E-01, -8.597365194282931E-01,  1.336482048188474E-04,  1.428940264755288E-02,  9.099264460791012E-03, -1.916353716652917E-06,
2477779.500000000, A.D. 2071-Oct-30 00:00:00.0000,      69.182495,  8.070108281486706E-01,  5.792692396401097E-01, -1.103889244544609E-04, -1.031793001901840E-02,  1.390880556726970E-02, -1.826966475683865E-06,
2477875.500000000, A.D. 2072-Feb-03 00:00:00.0000,      69.184803, -6.718908934048777E-01,  7.208816448095121E-01, -1.058423592432871E-04, -1.285814839861191E-02, -1.179159655039493E-02,  1.689670157037528E-06,
2477971.500000000, A.D. 2072-May-09 00:00:00.0000,      69.185360, -6.723376080019025E-01, -7.528763302552465E-01,  1.320761683468126E-04,  1.254798060577330E-02, -1.152820912326679E-02,  2.160868299680440E-06,
2478067.500000000, A.D. 2072-Aug-13 00:00:00.0000,      69.183014,  7.775525963629528E-01, -6.496826948906615E-01,  9.660040268458139E-05,  1.075808974150530E-02,  1.314167433224995E-02, -2.921718514152927E-06,
2478163.500000000, A.D. 2072-Nov-17 00:00:00.0000,      69.182792,  5.745461835454335E-01,  8.047969667071581E-01, -1.419931261464202E-04, -1.428645606995073E-02,  9.926676228836659E-03, -8.488655034491045E-07,
2478259.500000000, A.D. 2073-Feb-21 00:00:00.0000,      69.185226, -8.726382632783746E-01,  4.651132499231305E-01, -6.246788548243440E-05, -8.366487228239154E-03, -1.524186381440149E-02,  1.959726194269783E-06,
2478355.500000000, A.D. 2073-May-28 00:00:00.0000,      69.184992, -4.074227713943876E-01, -9.276835268796817E-01,  1.621443403988832E-04,  1.547002273488823E-02, -6.988205318326543E-03,  1.534008110503273E-06,
2478451.500000000, A.D. 2073-Sep-01 00:00:00.0000,      69.182654,  9.370761846634545E-01, -3.751487201949644E-01,  4.803278525100881E-05,  6.119826209519146E-03,  1.591310626969435E-02, -3.452591052585533E-06,
2478547.500000000, A.D. 2073-Dec-06 00:00:00.0000,      69.183216,  2.808966015873243E-01,  9.446051318695118E-01, -1.617490812388009E-04, -1.677218959498151E-02,  4.832564288087414E-03,  1.629975067773679E-08,
2478643.500000000, A.D. 2074-Mar-12 00:00:00.0000,      69.185514, -9.804612441932717E-01,  1.597232567651508E-01, -1.213322718959799E-05, -3.042378568430368E-03, -1.703905243262503E-02,  2.305955363977213E-06,
2478739.500000000, A.D. 2074-Jun-16 00:00:00.0000,      69.184529, -1.020453779590940E-01, -1.010574869601587E+00,  1.739538296656544E-04,  1.683703742453808E-02, -1.799784765986507E-03,  4.872265025511223E-07,
2478835.500000000, A.D. 2074-Sep-20 00:00:00.0000,      69.182425,  1.002592610024155E+00, -6.315481588457381E-02, -7.832567367517252E-06,  8.046025128809104E-04,  1.711238166978679E-02, -3.372735017222568E-06,
2478931.500000000, A.D. 2074-Dec-25 00:00:00.0000,      69.183722, -4.292481646215387E-02,  9.826756593383917E-01, -1.652379437177043E-04, -1.746781935338935E-02, -8.229033941414626E-04,  7.088709939318388E-07,
2479027.500000000, A.D. 2075-Mar-31 00:00:00.0000,      69.185648, -9.852573888765026E-01, -1.626440945851480E-01,  4.162322969812528E-05,  2.522959203553977E-03, -1.703299888551619E-02,  2.628948825632321E-06,
